pnr,tract_id,trips
38th & Blake,08005083202,1.4401971310863266
38th & Blake,08005083300,0.7051798144704958
38th & Blake,08005083400,0.8795749828578043
38th & Blake,08005083500,2.121689744558996
38th & Blake,08005083600,1.443637992210134
38th & Blake,08005083700,1.76251696494928
38th & Blake,08005083800,1.108329819187039
38th & Blake,08005083900,1.282868056944463
38th & Blake,08005084000,0.9261426170699668
38th & Blake,08005084100,1.127668160353749
38th & Blake,08005084200,1.1810744464293934
38th & Blake,08005084300,0.8093547507040264
38th & Blake,08005084400,0.8004543485449035
38th & Blake,08005084500,0.8529735069921248
38th & Blake,08005084600,2.044992540536356
38th & Blake,08005084700,1.7422590639459232
38th & Blake,08005084800,1.0556817991483043
38th & Blake,08005084900,1.4344201941929828
38th & Blake,08005085000,1.6426184851897578
38th & Blake,08005085100,2.485959276916737
38th & Blake,08005085200,0.9863875664534824
38th & Blake,08005085300,0.8097443050112777
38th & Blake,08005085400,1.3675609328168552
38th & Blake,08005085500,2.0310904360582898
38th & Blake,08005085600,1.0333178843921977
38th & Blake,08005085700,1.6321504321858011
38th & Blake,08005085800,0.48622456106246575
38th & Blake,08005085900,2.7460397652577204
38th & Blake,08005086001,0.8855570959104901
38th & Blake,08005086002,0.9708118061572262
38th & Blake,08005086100,1.1020181255365114
38th & Blake,08005086200,1.5433976470495132
38th & Blake,08005086300,2.7257028717969254
38th & Blake,08005086400,0.4127577519236077
38th & Blake,08005086500,1.0496603090186305
38th & Blake,08005086600,1.6660265635233462
38th & Blake,08005086700,3.229080656338107
38th & Blake,08005086801,2.7016903511808468
38th & Blake,08005086802,2.0526161065753143
38th & Blake,08005086900,2.4317384915688978
38th & Blake,08005087000,3.186821489165983
38th & Blake,08005087100,1.5786660430600135
38th & Blake,08005087200,3.539721529310805
38th & Blake,08005087301,3.7134673004369905
38th & Blake,08005087302,1.9205980941571044
38th & Blake,08005980000,0.059090295428908826
38th & Blake,08013012101,5.623735320546098
38th & Blake,08013012103,4.915767237556915
38th & Blake,08013012104,0.9518157089875054
38th & Blake,08013012105,4.460382082986863
38th & Blake,08013012106,3.374673663510718
38th & Blake,08013012107,6.534632183915739
38th & Blake,08013012201,1.5829141292629942
38th & Blake,08013012204,4.180445398601382
38th & Blake,08013012205,4.332970863700623
38th & Blake,08013012206,4.115772668245935
38th & Blake,08013012207,7.588445560456803
38th & Blake,08013012208,3.709641147285691
38th & Blake,08013012300,9.273547337889521
38th & Blake,08013012401,7.838113098698051
38th & Blake,08013012501,3.968622956641915
38th & Blake,08013012505,2.0887503059039725
38th & Blake,08013012507,5.097191958928223
38th & Blake,08013012508,2.7136522958739735
38th & Blake,08013012509,3.813595334805242
38th & Blake,08013012510,0.3837461202030385
38th & Blake,08013012511,8.753378904554467
38th & Blake,08013012603,5.403692098400889
38th & Blake,08013012605,2.5517106055715892
38th & Blake,08013012608,3.089113097565689
38th & Blake,08013012609,1.7979461173246287
38th & Blake,08013012610,6.9884924707170235
38th & Blake,08013012701,1.1901055058451773
38th & Blake,08013012705,3.2309026687166247
38th & Blake,08013012707,0.9017138597331371
38th & Blake,08013012708,1.8696923584878034
38th & Blake,08013012709,0.15647139000248977
38th & Blake,08013012710,2.143045607110544
38th & Blake,08013012801,2.5556803702504833
38th & Blake,08013012802,0.7484402115085178
38th & Blake,08013012903,1.4007210762575633
38th & Blake,08013012904,7.891830519934793
38th & Blake,08013012905,1.3712635231722778
38th & Blake,08013012907,1.2035778351707005
38th & Blake,08013013003,5.921518654354675
38th & Blake,08013013004,3.71242280515998
38th & Blake,08013013005,5.103424341675604
38th & Blake,08013013006,6.8976784601507495
38th & Blake,08013013201,0.02695884055008188
38th & Blake,08013013202,0.0
38th & Blake,08013013205,0.30121975029411513
38th & Blake,08013013207,0.22299314037684756
38th & Blake,08013013208,0.146445674253786
38th & Blake,08013013210,3.6339992733830835
38th & Blake,08013013211,1.2920268235122798
38th & Blake,08013013212,2.0684245578311327
38th & Blake,08013013214,0.5706841803586754
38th & Blake,08013013215,0.9106931385858779
38th & Blake,08013013302,3.6475707746465864
38th & Blake,08013013305,2.16691327071384
38th & Blake,08013013306,1.6678922280796344
38th & Blake,08013013307,1.8190898573590721
38th & Blake,08013013308,1.8546060665528716
38th & Blake,08013013401,2.672999675996585
38th & Blake,08013013402,3.9935179189599843
38th & Blake,08013013503,1.9573364929308752
38th & Blake,08013013505,1.3739495181224775
38th & Blake,08013013506,0.8164642483841276
38th & Blake,08013013507,1.2960691349955697
38th & Blake,08013013508,1.3743083005698153
38th & Blake,08013013601,0.0
38th & Blake,08013013704,1.165786063598591
38th & Blake,08013013706,0.0014931090501926307
38th & Blake,08013060601,3.0275323255255215
38th & Blake,08013060602,0.11162773961430253
38th & Blake,08013060700,4.675421433180269
38th & Blake,08013060801,4.188828251411736
38th & Blake,08013060802,1.671940850932335
38th & Blake,08013060900,9.193412317490612
38th & Blake,08013061300,1.304731531024482
38th & Blake,08013061400,1.5749959684735209
38th & Blake,08014030000,1.7356536865407115
38th & Blake,08014030100,0.8476949946189318
38th & Blake,08014030200,5.012146968533309
38th & Blake,08014030300,3.226768667214398
38th & Blake,08014030400,0.9568801245696271
38th & Blake,08014030500,1.3455847459344203
38th & Blake,08014030600,3.8381541716329197
38th & Blake,08014030700,2.8057725894702896
38th & Blake,08014030800,6.22992303512052
38th & Blake,08014030900,1.8005160836686218
38th & Blake,08014031000,3.4397508730289204
38th & Blake,08014031101,6.46810902421323
38th & Blake,08014031102,1.3483622578279393
38th & Blake,08014031103,0.0734788699831854
38th & Blake,08014031104,1.415483649939604
38th & Blake,08014031201,6.661469376855074
38th & Blake,08014031202,2.4842386292457403
38th & Blake,08014031300,1.16908220427623
38th & Blake,08014031401,0.17313123027245955
38th & Blake,08014031402,5.513861773748433
38th & Blake,08014031403,3.9290816742922066
38th & Blake,08014980100,0.0
38th & Blake,08014980200,0.0
38th & Blake,08014980300,0.0
38th & Blake,08031000102,12.196005593015709
38th & Blake,08031000201,24.939966845440193
38th & Blake,08031000202,23.818785052171535
38th & Blake,08031000301,22.090773741481797
38th & Blake,08031000302,14.826727504399551
38th & Blake,08031000303,19.95069042438331
38th & Blake,08031000401,20.25381274396775
38th & Blake,08031000403,23.649323340337926
38th & Blake,08031000404,18.60983981965478
38th & Blake,08031000501,5.834634877906866
38th & Blake,08031000503,7.836320555616815
38th & Blake,08031000504,17.393240640387326
38th & Blake,08031000600,44.72159500372919
38th & Blake,08031000703,10.247637278083674
38th & Blake,08031000704,11.684654753434089
38th & Blake,08031000705,12.233917503684513
38th & Blake,08031000706,30.649743164173966
38th & Blake,08031000800,8.558309342027652
38th & Blake,08031000902,16.190976466335545
38th & Blake,08031000903,15.339604076008381
38th & Blake,08031000904,15.932971024924017
38th & Blake,08031000905,10.909457904642286
38th & Blake,08031001000,8.806688833235627
38th & Blake,08031001101,18.967159005971666
38th & Blake,08031001102,31.211090571091383
38th & Blake,08031001301,12.080823951214422
38th & Blake,08031001302,9.104897749982038
38th & Blake,08031001401,7.171411824841706
38th & Blake,08031001402,4.9355303922087925
38th & Blake,08031001403,6.524126701394048
38th & Blake,08031001500,145.8638213019886
38th & Blake,08031001601,79.07727537657489
38th & Blake,08031001602,110.62424903707165
38th & Blake,08031001603,112.37896544599197
38th & Blake,08031001703,22.776243235652142
38th & Blake,08031001704,32.77556818573523
38th & Blake,08031001705,35.61719355174951
38th & Blake,08031001706,35.077702395004366
38th & Blake,08031001707,15.379886127387838
38th & Blake,08031001800,19.530511766865306
38th & Blake,08031001901,25.447522729289858
38th & Blake,08031002000,25.47424597125417
38th & Blake,08031002101,13.682072266924294
38th & Blake,08031002102,9.529030559435821
38th & Blake,08031002300,85.52649199626481
38th & Blake,08031002402,35.56296374873164
38th & Blake,08031002404,29.911862659892076
38th & Blake,08031002405,89.01458542696227
38th & Blake,08031002602,32.37886861691421
38th & Blake,08031002603,51.26282686315363
38th & Blake,08031002604,12.40831570841358
38th & Blake,08031002704,11.930264595176647
38th & Blake,08031002705,13.458977495747483
38th & Blake,08031002706,17.05224080842949
38th & Blake,08031002707,17.56181177528644
38th & Blake,08031002708,12.734020862487089
38th & Blake,08031002709,12.424075635223588
38th & Blake,08031002801,15.334408786138544
38th & Blake,08031002802,24.21266448690786
38th & Blake,08031002804,9.655581825598713
38th & Blake,08031002805,15.221267829215556
38th & Blake,08031002901,9.335082731056755
38th & Blake,08031002902,9.972852825317815
38th & Blake,08031003002,4.2850101136388385
38th & Blake,08031003003,5.754385368267944
38th & Blake,08031003004,10.319417108167427
38th & Blake,08031003005,9.002654303546151
38th & Blake,08031003006,8.065556490702917
38th & Blake,08031003101,31.15979696752802
38th & Blake,08031003102,37.88034736071754
38th & Blake,08031003202,17.602332704393135
38th & Blake,08031003203,16.821131273968547
38th & Blake,08031003204,11.762158709203216
38th & Blake,08031003205,17.188826840782895
38th & Blake,08031003300,12.616436574763163
38th & Blake,08031003401,9.753358590348045
38th & Blake,08031003402,12.47356530448856
38th & Blake,08031003501,98.69326613628753
38th & Blake,08031003502,23.58491932096632
38th & Blake,08031003601,83.8822152881743
38th & Blake,08031003602,38.32497936418886
38th & Blake,08031003603,25.25084589677202
38th & Blake,08031003701,12.785655289256182
38th & Blake,08031003702,17.98403960106585
38th & Blake,08031003703,10.488511635960046
38th & Blake,08031003801,10.349740376031136
38th & Blake,08031003802,8.495709171111024
38th & Blake,08031003901,15.206208339053212
38th & Blake,08031003902,7.709331211100807
38th & Blake,08031004002,1.414336925865759
38th & Blake,08031004003,1.8201758461372475
38th & Blake,08031004004,1.7198600707182123
38th & Blake,08031004005,6.660705339004483
38th & Blake,08031004006,7.864936451413368
38th & Blake,08031004101,38.3053362415989
38th & Blake,08031004102,17.638178228371107
38th & Blake,08031004103,27.09082952269838
38th & Blake,08031004104,16.064131166964422
38th & Blake,08031004108,11.138212184496963
38th & Blake,08031004109,17.900115974345628
38th & Blake,08031004110,24.73403977691352
38th & Blake,08031004111,37.222290144447705
38th & Blake,08031004112,17.613101520969888
38th & Blake,08031004113,7.525302914603049
38th & Blake,08031004201,16.266311057770864
38th & Blake,08031004202,12.064560202845966
38th & Blake,08031004302,7.577523031848305
38th & Blake,08031004303,9.214988101824312
38th & Blake,08031004306,8.991807522606367
38th & Blake,08031004307,8.106686554209007
38th & Blake,08031004308,13.133341506461077
38th & Blake,08031004309,5.839546383124239
38th & Blake,08031004310,3.3497827257245243
38th & Blake,08031004403,7.373790116240822
38th & Blake,08031004404,7.390975155135867
38th & Blake,08031004406,5.54451831280559
38th & Blake,08031004407,4.0324699494207925
38th & Blake,08031004503,1.632856476885836
38th & Blake,08031004504,1.4686984920799266
38th & Blake,08031004505,6.015693925460661
38th & Blake,08031004506,2.161355771216251
38th & Blake,08031004601,2.36561965543975
38th & Blake,08031004602,4.666505314275249
38th & Blake,08031004603,4.009675496309824
38th & Blake,08031004700,2.852924586895887
38th & Blake,08031004801,1.6133297544370508
38th & Blake,08031005001,2.0006247065304947
38th & Blake,08031005003,1.9893892318500572
38th & Blake,08031005004,3.8366792328536814
38th & Blake,08031005102,5.514600105084462
38th & Blake,08031005104,6.096666843411335
38th & Blake,08031005200,2.883660593725442
38th & Blake,08031005300,3.9179150368739437
38th & Blake,08031005502,1.016007546157566
38th & Blake,08031005503,2.7027685841101743
38th & Blake,08031006701,9.536261777984842
38th & Blake,08031006804,7.097353363874282
38th & Blake,08031006810,8.21567822313103
38th & Blake,08031006812,3.295682143312964
38th & Blake,08031006813,3.139207652135231
38th & Blake,08031006814,4.312575015955018
38th & Blake,08031006815,3.4884874313548924
38th & Blake,08031006816,12.525865493518868
38th & Blake,08031006817,1.645430772673076
38th & Blake,08031006818,3.7641012201363955
38th & Blake,08031006902,3.6997421606668888
38th & Blake,08031006903,2.002958455211903
38th & Blake,08031007006,4.202177184651184
38th & Blake,08031007013,3.070897073429717
38th & Blake,08031007037,1.5432587417946766
38th & Blake,08031007088,3.2598373184963783
38th & Blake,08031007090,0.6548606038944798
38th & Blake,08031007091,1.333804510583947
38th & Blake,08031008304,1.9936827202400282
38th & Blake,08031008305,2.667877629537816
38th & Blake,08031008306,3.6227554977765593
38th & Blake,08031008312,8.105667012484773
38th & Blake,08031008386,3.7697863243129985
38th & Blake,08031008387,6.777472183881451
38th & Blake,08031008388,22.53384529945575
38th & Blake,08031008389,15.425412187812578
38th & Blake,08031008390,9.198900346091362
38th & Blake,08031008391,4.1710334138823315
38th & Blake,08031011902,3.6795660253970803
38th & Blake,08031011903,1.6872804820348295
38th & Blake,08031012001,1.551714771788644
38th & Blake,08031012010,1.8949517172773473
38th & Blake,08031012015,2.76322392568879
38th & Blake,08031012016,1.4191904012582306
38th & Blake,08031015300,6.906693727684367
38th & Blake,08031015400,12.883131405460219
38th & Blake,08031015500,6.133747380584259
38th & Blake,08031015600,8.918785313469922
38th & Blake,08031015700,3.38381965500874
38th & Blake,08031015800,26.687575716114196
38th & Blake,08031980001,11.0
38th & Blake,08031980100,0.0
38th & Blake,08031980200,5.6950900816741
38th & Blake,08035013904,2.5212491385051083
38th & Blake,08035013905,1.3119338288865177
38th & Blake,08035013907,1.35350266310889
38th & Blake,08035013910,0.2714375884497495
38th & Blake,08035013912,0.9568346830393847
38th & Blake,08035013913,0.20982459682513233
38th & Blake,08035013914,0.1085206268429884
38th & Blake,08035014005,1.640784840403354
38th & Blake,08035014006,1.3968460321810972
38th & Blake,08035014007,4.317324743670719
38th & Blake,08035014008,5.003767468988656
38th & Blake,08035014009,1.4904305364520065
38th & Blake,08035014010,2.933698699165323
38th & Blake,08035014011,3.706160143168511
38th & Blake,08035014013,0.10057860429197822
38th & Blake,08035014014,3.1754413919790774
38th & Blake,08035014015,1.5364032568997366
38th & Blake,08035014016,0.2920829309547323
38th & Blake,08035014107,2.3817719608721366
38th & Blake,08035014108,3.4164121239106415
38th & Blake,08035014109,1.6080653358031933
38th & Blake,08035014110,2.271313850270739
38th & Blake,08035014112,1.707005680852679
38th & Blake,08035014113,1.5181865784597934
38th & Blake,08035014114,2.3312163425060852
38th & Blake,08035014115,2.269103477667918
38th & Blake,08035014116,6.328801850483096
38th & Blake,08035014124,1.8476595005063234
38th & Blake,08035014125,3.1271900093256155
38th & Blake,08035014126,1.1272840551190495
38th & Blake,08035014127,2.0725706170788905
38th & Blake,08035014128,1.97258106258734
38th & Blake,08035014129,1.7588181739885052
38th & Blake,08035014130,2.8599544291410233
38th & Blake,08035014131,3.2768147943352215
38th & Blake,08035014132,2.8037510698385324
38th & Blake,08035014133,4.173842539837876
38th & Blake,08035014134,2.080106709329015
38th & Blake,08035014135,0.9453637434045059
38th & Blake,08035014138,1.1780564307326267
38th & Blake,08035014139,1.7452397882085973
38th & Blake,08035014140,2.540937005373976
38th & Blake,08035014141,0.717463615280219
38th & Blake,08035014143,1.658309500575563
38th & Blake,08035014144,1.5188900497304512
38th & Blake,08035014145,1.5677733200155073
38th & Blake,08035014146,1.7717005323616353
38th & Blake,08035014205,0.33632464694504005
38th & Blake,08035014208,0.18052427048294242
38th & Blake,08059009806,7.975286999007135
38th & Blake,08059009807,3.7622106506745325
38th & Blake,08059009815,3.2939928911097223
38th & Blake,08059009823,3.996718153729884
38th & Blake,08059009824,4.868347520797264
38th & Blake,08059009827,9.454382047503996
38th & Blake,08059009828,7.350852364790323
38th & Blake,08059009829,1.4181415890103077
38th & Blake,08059009830,2.805485825070175
38th & Blake,08059009831,4.832898800941063
38th & Blake,08059009832,3.476186399554642
38th & Blake,08059009833,5.023414031927045
38th & Blake,08059009834,3.384731415028762
38th & Blake,08059009835,1.4433935302697394
38th & Blake,08059009836,3.0653150778713636
38th & Blake,08059009837,5.5861891973880295
38th & Blake,08059009838,2.2083022913622683
38th & Blake,08059009839,1.952728760347346
38th & Blake,08059009840,3.000268829492856
38th & Blake,08059009841,1.084843253941436
38th & Blake,08059009842,1.7034672576761627
38th & Blake,08059009845,1.324314723184279
38th & Blake,08059009846,0.0
38th & Blake,08059009850,1.5080726182566562
38th & Blake,08059009851,3.5683932566034766
38th & Blake,08059009852,7.823171846721013
38th & Blake,08059009853,6.822162033714678
38th & Blake,08059009854,13.877113265457304
38th & Blake,08059009855,4.666944387634382
38th & Blake,08059009856,7.4458054637320945
38th & Blake,08059009857,1.9305899169225962
38th & Blake,08059009858,2.305988665177134
38th & Blake,08059009901,4.254106932580598
38th & Blake,08059010001,11.817176145136486
38th & Blake,08059010100,14.269670682595033
38th & Blake,08059010205,1.1343445722582843
38th & Blake,08059010206,1.882759348847949
38th & Blake,08059010208,4.876494167556096
38th & Blake,08059010209,7.188649282923701
38th & Blake,08059010210,2.9193239195301586
38th & Blake,08059010211,5.538597936114186
38th & Blake,08059010212,9.791775690489668
38th & Blake,08059010213,9.103690733560638
38th & Blake,08059010303,2.533750733398936
38th & Blake,08059010304,2.3152277537350545
38th & Blake,08059010305,7.882190246340256
38th & Blake,08059010306,2.860323116541501
38th & Blake,08059010307,6.798549207300623
38th & Blake,08059010308,17.71809111515016
38th & Blake,08059010402,14.03381834854047
38th & Blake,08059010403,13.390328381535044
38th & Blake,08059010405,6.378160990542324
38th & Blake,08059010406,7.133726930561931
38th & Blake,08059010502,8.431601800325696
38th & Blake,08059010503,5.746758895908268
38th & Blake,08059010504,3.036424980942162
38th & Blake,08059010603,8.48394212577908
38th & Blake,08059010604,5.069787895955795
38th & Blake,08059010701,9.453106415300246
38th & Blake,08059010702,16.60522868181984
38th & Blake,08059010801,2.7921357240579345
38th & Blake,08059010901,11.8576706215011
38th & Blake,08059010902,7.503288618586795
38th & Blake,08059011000,7.740640082610005
38th & Blake,08059011101,7.669712852939039
38th & Blake,08059011102,4.528442357424015
38th & Blake,08059011202,11.6890100057186
38th & Blake,08059011300,7.819759301191402
38th & Blake,08059011401,6.7398155112339735
38th & Blake,08059011402,5.917265423006399
38th & Blake,08059011551,7.427213668737023
38th & Blake,08059011552,10.743442179416293
38th & Blake,08059011601,12.1458337430069
38th & Blake,08059011602,10.044597299633063
38th & Blake,08059011701,7.656086164868415
38th & Blake,08059011702,4.094972222026675
38th & Blake,08059011708,2.8441423127747103
38th & Blake,08059011709,2.4424883119451395
38th & Blake,08059011710,2.9202539368492006
38th & Blake,08059011711,3.801777013686896
38th & Blake,08059011712,3.673625091476678
38th & Blake,08059011720,6.534992305279106
38th & Blake,08059011721,4.693119382584308
38th & Blake,08059011723,5.268025156008939
38th & Blake,08059011724,6.648922011298077
38th & Blake,08059011725,1.6368191345578604
38th & Blake,08059011726,4.616195860415607
38th & Blake,08059011727,2.964043415624986
38th & Blake,08059011728,2.0469912562095374
38th & Blake,08059011729,3.4217262882120014
38th & Blake,08059011730,2.7625506964013353
38th & Blake,08059011731,1.5899719543943376
38th & Blake,08059011732,8.47002891560321
38th & Blake,08059011733,3.695346615012044
