tract_id,pnr,trips
08001008524,Wagon Rd Park-n-Ride,59.64326649491705
08001008524,Westminster Station,0.0
08001008524,Wheat Ridge/Ward Rd,1.5653682081770837
08001008526,38th & Blake,15.045722150595926
08001008526,40th & Colorado Station,0.04202614938900581
08001008526,40th Ave & Airport Blvd,4.353701439776186
08001008526,41st & Fox,8.513078853871285
08001008526,8th & Coffman Park-n-Ride,2.7121721761594024
08001008526,Arapahoe @ Village Center Station,5.9846305179924
08001008526,Central Park,14.119473844929825
08001008526,Colorado Station,2.021437627225811
08001008526,Eastlake & 124th,298.10797276020895
08001008526,Federal Center,2.080106916216341
08001008526,I-25/Broadway,4.880701326246733
08001008526,Jefferson County Government Center,0.04202614938900581
08001008526,Lincoln & Jordan Park-n-Ride,0.0
08001008526,Lincoln Station,0.04639608448198472
08001008526,Littleton Downtown Station,0.37823534450105234
08001008526,Mineral Station,0.6653515391461097
08001008526,Nine Mile Station,0.7117476236280944
08001008526,Olde Town Arvada,4.128788050877055
08001008526,Peoria Station,1.9750415427438262
08001008526,Ridgegate Pkwy Station,2.030177497411769
08001008526,Table Mesa Park-n-Ride,3.4946753620455513
08001008526,Thornton Crossroads & 104th,32.859589397655206
08001008526,Thornton Park-n-Ride (East Lot),6.463561300872988
08001008526,Thornton Park-n-Ride (West Lot),0.10506537347251453
